obs,Oil,SP500,ln(OIL),ln(SP500),SPReturns,Unnamed: 6,Oil(+),Oil(-),Unnamed: 9,CPI,Real Oil,RealSP500,ln(realSP500),RealSPreturns,Unnamed: 15,Real oil(+),Real Oil(-),Date,WTI_Return,SP500_Return,WTI_Zscore,SP500_Zscore
2007M08,72.3600245642636,1473.9895748044266,4.281654,7.295728,1.2781000000000375,4.281654,43.292312,-42.00639,2007M08,207.917,34.802360828726655,708.9317250654957,6.563759224385345,1.4616585884533073,34.802360828726655,29.683928,-29.220805,2007-08-01,-0.023744554629993475,0.012863026066366023,-0.43018311557951444,0.1913074013827903
2007M09,79.90999988921503,1526.7506532915122,4.380901,7.330897,3.5168999999999784,4.380901,43.391559,-42.00639,2007M09,208.49,38.32797730788768,732.2896317768297,6.596176107530127,3.241688314478175,38.32797730788768,29.780423,-29.220805,2007-09-01,0.10433903761663643,0.03579474332041066,1.089506889486132,0.7380178353050778
2007M10,85.79999944282196,1549.3797987480193,4.452019,7.34561,1.4712999999999532,4.452019,43.462677,-42.00639,2007M10,208.936,41.06520630375902,741.5571269422308,6.608752201013921,1.2576093483794182,41.06520630375902,29.849404,-29.220805,2007-10-01,0.07370791592757664,0.014821768969098592,0.7260738481549656,0.238005394840138
2007M11,94.77000914700153,1481.1394956385363,4.551453,7.300567,-4.504299999999972,4.551453,43.562111,-42.00639,2007M11,210.177,45.09057087454932,704.710551410733,6.557787153132383,-5.096504788153844,45.09057087454932,29.942916,-29.220805,2007-11-01,0.10454556832669071,-0.04404362517481175,1.0919573411818047,-1.1653925634940756
2007M12,91.68997047015743,1468.3593969186313,4.518413,7.291901,-0.866599999999984,4.518413,43.562111,-42.03943,2007M12,210.036,43.65440708743141,699.0989149091733,6.549792241391393,-0.799491174098943,43.65440708743141,29.942916,-29.253174,2007-12-01,-0.03250014117933164,-0.008628558456200919,-0.5340666586167494,-0.3210691193044127
2008M01,92.97001297231262,1378.550687737457,4.532277,7.228788,-6.311300000000042,4.532277,43.575975,-42.03943,2008M01,211.08,44.04491802743633,653.0939396141071,6.481720977450624,-6.8071263940769455,44.04491802743633,29.951822,-29.253174,2008-01-01,0.013960550926033877,-0.06116262092893521,0.01718153939601463,-1.5735230795547468
2008M02,95.39002373712557,1330.6302750766765,4.557974,7.193408,-3.5379999999999967,4.557974,43.601672,-42.03943,2008M02,211.693,45.06054698885914,628.5660248929707,6.443441074052904,-3.8279903397719472,45.06054698885914,29.974619,-29.253174,2008-02-01,0.026030014274964763,-0.0347614440927303,0.1603836661958196,-0.944097961310066
2008M03,105.45000981478199,1322.6994960090674,4.658237,7.18743,-0.5977999999999817,4.658237,43.701935,-42.03943,2008M03,213.528,49.38462862705687,619.4501405010432,6.428832214377516,-1.4608859675388608,49.38462862705687,30.066251,-29.253174,2008-03-01,0.10546161625223593,-0.005960167310301245,1.102826093784649,-0.25745254558305763
2008M04,112.57999098956097,1385.5895556523628,4.723664,7.233881,4.645100000000024,4.723664,43.767362,-42.03943,2008M04,214.823,52.40592999332519,644.9912512404924,6.4692367527355525,4.040453835803692,52.40592999332519,30.125632,-29.253174,2008-04-01,0.06761479858847297,0.047546748020280694,0.6537800487891715,1.0181950029260285
2008M05,125.40004662387655,1400.3801297526238,4.831509,7.244499,1.0618000000000016,4.831509,43.875207,-42.03943,2008M05,216.632,57.88620638865751,646.4327198902396,6.471469124567884,0.22323718323313813,57.88620638865751,30.225091,-29.253174,2008-05-01,0.11387508136773894,0.010674571008365774,1.2026504242842084,0.13913288688289108
2008M06,133.88001655518337,1279.9995431505927,4.896944,7.154615,-8.988400000000052,4.896944,43.940642,-42.03943,2008M06,218.815,61.184112860262495,584.9688289882288,6.37155856203142,-9.991056253646402,61.184112860262495,30.280499,-29.253174,2008-06-01,0.0676233395410255,-0.08596279256211403,0.6538813857363961,-2.164778956500944
2008M07,133.3699705740062,1267.3799284852894,4.893127,7.144707,-0.9907999999999362,4.893127,43.940642,-42.043247,2008M07,219.964,60.63263560128303,576.1760690318822,6.356413289389257,-1.5145272642162588,60.63263560128303,30.280499,-29.262228,2008-07-01,-0.0038097245152859394,-0.009859077476107037,-0.19365975184008277,-0.3504056744289028
2008M08,116.66994903438238,1282.830187436974,4.759349,7.156824,1.2116999999999933,4.759349,43.940642,-42.177025,2008M08,219.086,53.25303717918186,585.5372718644614,6.372529839191798,1.6116549802540625,53.25303717918186,30.280499,-29.392006,2008-08-01,-0.12521575484908032,0.012190708251273996,-1.6341216222231605,0.17527880830575782
2008M09,104.10999661781372,1166.3599217214492,4.645448,7.061643,-9.518100000000018,4.645448,43.940642,-42.290926,2008M09,218.783,47.58596262863829,533.1126832164515,6.278732814985305,-9.379702420649316,47.58596262863829,30.280499,-29.504523,2008-09-01,-0.10765370620730508,-0.09079164713782284,-1.425750906495637,-2.2799027019748137
2009M01,41.71000382860888,825.8795998474624,3.730741,6.716449,-8.955000000000002,3.730741,43.954888,-43.219879,2009M01,211.143,19.754386282570998,391.14704245343785,5.9690835569455,-9.389297300090593,19.754386282570998,30.290402,-30.393589,2009-01-01,0.014347957846498671,-0.08565745314598527,0.02177805651891021,-2.157499421225151
2009M02,39.090012516429894,735.0900435936583,3.665867,6.599993,-11.645599999999945,3.665867,43.954888,-43.284753,2009M02,212.193,18.42191425562101,346.4252089341582,5.847666948099725,-12.141660884577465,18.42191425562101,30.290402,-30.463423,2009-02-01,-0.06281445868345703,-0.10993074083749332,-0.8937408722560694,-2.7361939646616777
2009M03,47.93998902144218,797.8702577832152,3.86995,6.681946,8.19529999999995,3.86995,44.158971,-43.284753,2009M03,212.709,22.537828216691434,375.09943527693474,5.927191151560008,7.952420346028255,22.537828216691434,30.492057,-30.463423,2009-03-01,0.22639994042704803,0.08540479460535377,2.5377387102574804,1.9207610361054637
2009M04,49.649980612116615,872.8100944103112,3.904998,6.771718,8.977199999999996,3.904998,44.194019,-43.284753,2009M04,213.24,23.283614993489312,409.3088043567394,6.014469894033531,8.727874247352307,23.283614993489312,30.524611,-30.463423,2009-04-01,0.03566941973869886,0.09392484040614213,0.27475357010829615,2.1238857251631575
2009M05,59.03001244042043,919.1395861548638,4.078046,6.823438,5.172000000000043,4.078046,44.367067,-43.284753,2009M05,213.856,27.60269173669218,429.79368647822076,6.063305294659432,4.883540062590086,27.60269173669218,30.694775,-30.463423,2009-05-01,0.18892317202667153,0.053080838593936974,2.0930832367402568,1.1501321372178455
2009M06,69.63999199836526,919.3197551697367,4.243339,6.823634,0.019599999999986295,4.243339,44.53236,-43.284753,2009M06,215.693,32.28662589808907,426.21677809188833,6.054948085599871,-0.8357209059560944,32.28662589808907,30.851515,-30.463423,2009-06-01,0.17973873152497788,0.00019601920925493843,1.9841114146065657,-0.11068414764201491
2009M07,64.1499941583957,987.4797596418458,4.161224,6.895156,7.152199999999986,4.161224,44.53236,-43.366868,2009M07,215.351,29.788575004711237,458.5443112137143,6.128056930895317,7.310884529544648,29.788575004711237,30.851515,-30.543951,2009-07-01,-0.07883398148722409,0.07414178156056761,-1.08380978165962,1.652241819652044
2009M08,71.03999298949506,1020.6204442211158,4.263243,6.928166,3.3009999999999984,4.263243,44.634379,-43.366868,2009M08,215.834,32.914180800752,472.872876479663,6.15882659228419,3.0769661388872827,32.914180800752,30.951293,-30.543951,2009-08-01,0.10740451221378056,0.03356087479837555,1.1258782234278935,0.6847606275923956
2009M09,69.41000351551301,1057.0803499889873,4.240031,6.963266,3.509999999999991,4.240031,44.634379,-43.39008,2009M09,215.969,32.13887341031028,489.45929739406455,6.193301307122213,3.447471483802289,32.13887341031028,30.951293,-30.567789,2009-09-01,-0.02294467391379218,0.035723275948774225,-0.42069266712835585,0.73631399614965
2009M10,75.71997528945424,1036.1902034170414,4.327042,6.943306,-1.99600000000002,4.327042,44.72139,-43.39008,2009M10,216.177,35.0268415647614,479.32490663532263,6.172378669420777,-2.092263770143621,35.0268415647614,31.037342,-30.567789,2009-10-01,0.09090867964775362,-0.01976211796214311,0.9301579798266906,-0.5865020601156676
